"token";"pos";"reference";"ner_raw";"token_normalized";"pos_normalized";"ner_norm";"ner_geoname_ne";"ner_geoname_ne_nn";"ner_geoname_ne_nn_prp";"ner_geoname_ne_nn_prp2"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"zwar";"ADV";"O";"O";"zwar";"ADV";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Hinweis";"NN";"O";"O";"Hinweis";"NN";"O";"O";"O";"O";"O"
"wohin";"PWAV";"O";"O";"wohin";"PWAV";"O";"O";"O";"O";"O"
"man";"PIS";"O";"O";"man";"PIS";"O";"O";"O";"O";"O"
"sich";"PRF";"O";"O";"sich";"PRF";"O";"O";"O";"O";"O"
"wenden";"VVINF";"O";"O";"wenden";"VVINF";"O";"O";"O";"O";"O"
"kann";"VMFIN";"O";"O";"kann";"VMFIN";"O";"O";"O";"O";"O"
"bzw";"NE";"O";"O";"Bzw";"NE";"O";"O";"O";"O";"O"
"soll";"VMFIN";"O";"O";"soll";"VMFIN";"O";"O";"O";"O";"O"
"wenn";"KOUS";"O";"O";"wenn";"KOUS";"O";"O";"O";"O";"O"
"man";"PIS";"O";"O";"man";"PIS";"O";"O";"O";"O";"O"
"helfen";"VVINF";"O";"O";"helfen";"VVINF";"O";"O";"O";"O";"O"
"möchte";"VMFIN";"O";"O";"möchte";"VMFIN";"O";"O";"O";"O";"O"
"zb";"APPR";"O";"O";"zb";"APPR";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"füllen";"VVFIN";"O";"O";"füllen";"VVFIN";"O";"O";"O";"O";"O"
"weiß";"ADJD";"O";"O";"weiß";"ADJD";"O";"O";"O";"O";"O"
"da";"ADV";"O";"O";"da";"ADV";"O";"O";"O";"O";"O"
"jemand";"PIS";"O";"O";"jemand";"PIS";"O";"O";"O";"O";"O"
"Bescheid";"NN";"O";"O";"Bescheid";"NN";"O";"O";"LOC";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"kann";"VMFIN";"O";"O";"kann";"VMFIN";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Info";"NN";"O";"O";"Info";"NN";"O";"O";"O";"O";"O"
"mal";"ADV";"O";"O";"mal";"ADV";"O";"O";"O";"O";"O"
"weitergeben";"VVINF";"O";"O";"weitergeben";"VVINF";"O";"O";"O";"O";"O"
"Wo";"PWAV";"O";"O";"Wo";"PWAV";"O";"O";"O";"O";"O"
"können";"VMFIN";"O";"O";"können";"VMFIN";"O";"O";"O";"O";"O"
"sich";"PRF";"O";"O";"sich";"PRF";"O";"O";"O";"O";"O"
"denn";"ADV";"O";"O";"denn";"ADV";"O";"O";"O";"O";"O"
"freiwillige";"ADJA";"O";"O";"freiwillige";"ADJA";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"melden";"VVINF";"O";"O";"melden";"VVINF";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"an";"APPR";"O";"O";"an";"APPR";"O";"O";"O";"O";"O"
"Alle";"PIDAT";"O";"O";"Alle";"PIDAT";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"brauchen";"VVFIN";"O";"O";"brauchen";"VVFIN";"O";"O";"O";"O";"O"
"bitte";"ADV";"O";"O";"bitte";"ADV";"O";"O";"O";"O";"O"
"um";"APPR";"O";"O";"um";"APPR";"O";"O";"O";"O";"O"
"Ansagen";"NN";"O";"O";"Ansagen";"NN";"O";"O";"O";"O";"O"
"Wer";"PWS";"O";"O";"Wer";"PWS";"O";"O";"O";"O";"O"
"braucht";"VVFIN";"O";"O";"braucht";"VVFIN";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"im";"APPRART";"O";"O";"im";"APPRART";"O";"O";"O";"O";"O"
"Haus";"NN";"O";"LOC";"Haus";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"Keller";"NN";"O";"LOC";"Keller";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"Biete";"VVFIN";"O";"O";"Biete";"VVFIN";"O";"O";"O";"O";"O"
"gerne";"ADV";"O";"O";"gerne";"ADV";"O";"O";"O";"O";"O"
"meine";"PPOSAT";"O";"O";"meine";"PPOSAT";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"an";"APPR";"O";"O";"an";"APPR";"O";"O";"O";"O";"O"
"egal";"ADV";"O";"O";"egal";"ADV";"O";"O";"O";"O";"O"
"ob";"KOUS";"O";"O";"ob";"KOUS";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"füllen";"VVFIN";"O";"O";"füllen";"VVFIN";"O";"O";"O";"O";"O"
"Aufräumarbeiten";"NN";"O";"O";"Aufräumarbeiten";"NN";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"dergleichen";"PIS";"O";"O";"dergleichen";"PIS";"O";"O";"O";"O";"O"
"Einfach";"NN";"O";"O";"Einfach";"NN";"O";"O";"O";"O";"O"
"per";"APPR";"O";"O";"per";"APPR";"O";"O";"O";"O";"O"
"PN";"NE";"O";"O";"Pn";"NE";"O";"O";"O";"O";"O"
"bei";"APPR";"O";"O";"bei";"APPR";"O";"O";"O";"O";"O"
"mir";"PPER";"O";"O";"mir";"PPER";"O";"O";"O";"O";"O"
"melden";"VVINF";"O";"O";"melden";"VVINF";"O";"O";"O";"O";"O"
"wertstr";"ADJD";"LOC";"O";"wertstr";"ADJD";"O";"O";"O";"O";"O"
"alle";"PIS";"O";"O";"alle";"PIS";"O";"O";"O";"O";"O"
"helfen";"VVFIN";"O";"O";"helfen";"VVFIN";"O";"O";"O";"O";"O"
"zusammen";"PTKVZ";"O";"O";"zusammen";"PTKVZ";"O";"O";"O";"O";"O"
"So";"ADV";"O";"O";"So";"ADV";"O";"O";"O";"O";"O"
"wird";"VAFIN";"O";"O";"wird";"VAFIN";"O";"O";"O";"O";"O"
"es";"PPER";"O";"O";"es";"PPER";"O";"O";"O";"O";"O"
"auf";"APPR";"O";"O";"auf";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Dresden";"NE";"LOC";"LOC";"Dresden";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Hochwasser";"NN";"O";"O";"Hochwasser";"NN";"O";"O";"O";"O";"O"
"Seite";"NN";"O";"O";"Seite";"NN";"O";"O";"O";"O";"O"
"gehändelt";"VVPP";"O";"O";"gehändelt";"VVPP";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"so";"ADV";"O";"O";"so";"ADV";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Art";"NN";"O";"O";"Art";"NN";"O";"O";"O";"O";"O"
"wäre";"VAFIN";"O";"O";"wäre";"VAFIN";"O";"O";"O";"O";"O"
"doch";"ADV";"O";"O";"doch";"ADV";"O";"O";"O";"O";"O"
"auch";"ADV";"O";"O";"auch";"ADV";"O";"O";"O";"O";"O"
"hier";"ADV";"O";"O";"hier";"ADV";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Regensburg";"NE";"LOC";"LOC";"Regensburg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Leute";"NN";"O";"O";"Leute";"NN";"O";"O";"O";"O";"O"
"hilfreich";"ADJD";"O";"O";"hilfreich";"ADJD";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"mithelfen";"VVINF";"O";"O";"mithelfen";"VVINF";"O";"O";"O";"O";"O"
"wollen";"VMFIN";"O";"O";"wollen";"VMFIN";"O";"O";"O";"O";"O"
"HANSASTRASSE";"NN";"LOC";"O";"Hansastrasse";"NN";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"befüllen";"VVFIN";"O";"O";"befüllen";"VVFIN";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"Uhr";"NN";"O";"O";"Uhr";"NN";"O";"O";"O";"O";"O"
"wieder";"ADV";"O";"O";"wieder";"ADV";"O";"O";"O";"O";"O"
"COSSEBAUDE";"NN";"LOC";"O";"Cossebaude";"NN";"O";"O";"LOC";"O";"O"
"WINDMÜHLENWEG";"NN";"LOC";"LOC";"Windmühlenweg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Sandsäcke";"NN";"O";"LOC";"Sandsäcke";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"befüllen";"VVFIN";"O";"O";"befüllen";"VVFIN";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"wieder";"ADV";"O";"O";"wieder";"ADV";"O";"O";"O";"O";"O"
"SEMPEROPER";"ADJA";"O";"O";"semperoper";"ADJA";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"befüllen";"VVFIN";"O";"O";"befüllen";"VVFIN";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"wieder";"ADV";"O";"O";"wieder";"ADV";"O";"O";"O";"O";"O"
"ElbePark";"NE";"LOC";"LOC";"ElbePark";"NE";"O";"O";"O";"O";"O"
"PESCHELSTRASSE";"NE";"LOC";"O";"Peschelstrasse";"NN";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"befüllen";"VVFIN";"O";"O";"befüllen";"VVFIN";"O";"O";"O";"O";"O"
"FERTIG";"NE";"O";"LOC";"Fertig";"ADJD";"O";"O";"O";"O";"O"
"Cossebaude";"NN";"LOC";"LOC";"Cossebaude";"NN";"O";"O";"LOC";"O";"O"
"Bahnhof";"NN";"LOC";"LOC";"Bahnhof";"NN";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"wieder";"ADV";"O";"O";"wieder";"ADV";"O";"O";"O";"O";"O"
"Wildberg";"NE";"LOC";"LOC";"Wildberg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Maria";"NE";"O";"LOC";"Maria";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"wieder";"ADV";"O";"O";"wieder";"ADV";"O";"O";"O";"O";"O"
"Studentenclub";"NN";"O";"O";"Studentenclub";"NN";"O";"O";"O";"O";"O"
"Bärenzwinger";"NN";"O";"O";"Bärenzwinger";"NN";"O";"O";"O";"O";"O"
"braucht";"VVFIN";"O";"O";"braucht";"VVFIN";"O";"O";"O";"O";"O"
"dringend";"ADJD";"O";"O";"dringend";"ADJD";"O";"O";"O";"O";"O"
"leere";"ADJA";"O";"O";"leere";"ADJA";"O";"O";"O";"O";"O"
"oder";"KON";"O";"O";"oder";"KON";"O";"O";"O";"O";"O"
"volle";"ADJA";"O";"O";"volle";"ADJA";"O";"O";"O";"O";"O"
"Säcke";"NN";"O";"O";"Säcke";"NN";"O";"O";"O";"O";"O"
"Auch";"ADV";"O";"O";"Auch";"ADV";"O";"O";"O";"O";"O"
"Kaffee";"NN";"O";"O";"Kaffee";"NN";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"Co";"NN";"O";"O";"Co";"NN";"O";"O";"O";"O";"O"
"ist";"VAFIN";"O";"O";"ist";"VAFIN";"O";"O";"O";"O";"O"
"von";"APPR";"O";"O";"von";"APPR";"O";"O";"O";"O";"O"
"engagierten";"ADJA";"O";"O";"engagierten";"ADJA";"O";"O";"O";"O";"O"
"Helfern";"NN";"O";"O";"Helfern";"NN";"O";"O";"LOC";"O";"O"
"gern";"ADV";"O";"O";"gern";"ADV";"O";"O";"O";"O";"O"
"gesehen";"VVPP";"O";"O";"gesehen";"VVPP";"O";"O";"O";"O";"O"
"Lara";"NE";"O";"O";"Lara";"NE";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"wieder";"ADV";"O";"O";"wieder";"ADV";"O";"O";"O";"O";"O"
"Auf";"APPR";"O";"O";"Auf";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Hedwigstr";"NN";"LOC";"O";"Hedwigstr";"NN";"O";"O";"O";"O";"O"
"an";"APPR";"O";"O";"an";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Marienbrücke";"NN";"LOC";"O";"Marienbrücke";"NN";"O";"O";"LOC";"O";"O"
"Hafenstr";"NE";"LOC";"O";"Hafenstr";"NE";"O";"O";"O";"O";"O"
"räumen";"VVFIN";"O";"O";"räumen";"VVFIN";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Menschen";"NN";"O";"O";"Menschen";"NN";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"den";"ART";"O";"O";"den";"ART";"O";"O";"O";"O";"O"
"EG";"NE";"O";"O";"Eg";"NN";"O";"O";"O";"O";"O"
"gerade";"ADV";"O";"O";"gerade";"ADV";"O";"O";"O";"O";"O"
"ihre";"PPOSAT";"O";"O";"ihre";"PPOSAT";"O";"O";"O";"O";"O"
"Wohnungen";"NN";"O";"O";"Wohnungen";"NN";"O";"O";"O";"O";"O"
"Da";"ADV";"O";"O";"Da";"ADV";"O";"O";"O";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"sicher";"ADJD";"O";"O";"sicher";"ADJD";"O";"O";"O";"O";"O"
"helfende";"ADJA";"O";"O";"helfende";"ADJA";"O";"O";"O";"O";"O"
"Hände";"NN";"O";"O";"Hände";"NN";"O";"O";"O";"O";"O"
"gebraucht";"VVPP";"O";"O";"gebraucht";"VVPP";"O";"O";"O";"O";"O"
"FERTIG";"NE";"O";"O";"Fertig";"ADJD";"O";"O";"O";"O";"O"
"Stadtteilhaus";"NN";"O";"O";"Stadtteilhaus";"NN";"O";"O";"O";"O";"O"
"Dresden";"NE";"LOC";"LOC";"Dresden";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Äußere";"ADJA";"O";"O";"Äußere";"ADJA";"O";"O";"O";"O";"O"
"Neustadt";"NN";"LOC";"O";"Neustadt";"NN";"O";"O";"LOC";"O";"O"
"Prießnitzstr";"NN";"LOC";"O";"Prießnitzstr";"NN";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"Uhr";"NN";"O";"O";"Uhr";"NN";"O";"O";"O";"O";"O"
"Transportkette";"NN";"O";"O";"Transportkette";"NN";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"wieder";"ADV";"O";"O";"wieder";"ADV";"O";"O";"O";"O";"O"
"DD-Kleinzschachwitz";"NN";"LOC";"O";"DD-Kleinzschachwitz";"NN";"O";"O";"O";"O";"O"
"KLEINGARTENANLAGE";"NE";"O";"O";"Kleingartenanlage";"NN";"O";"O";"O";"O";"O"
"gegenüber";"APPR";"O";"O";"gegenüber";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Elbinsel";"NN";"O";"O";"Elbinsel";"NN";"O";"O";"O";"O";"O"
"neben";"APPR";"O";"O";"neben";"APPR";"O";"O";"O";"O";"O"
"dem";"ART";"O";"O";"dem";"ART";"O";"O";"O";"O";"O"
"FKK-WOSTRA-BAD";"NN";"O";"O";"FKK-WOSTRA-BAD";"NN";"O";"O";"O";"O";"O"
"wird";"VAFIN";"O";"O";"wird";"VAFIN";"O";"O";"O";"O";"O"
"geräumt";"VVPP";"O";"O";"geräumt";"VVPP";"O";"O";"O";"O";"O"
"In";"APPR";"O";"O";"In";"APPR";"O";"O";"O";"O";"O"
"Niederwartha";"NE";"LOC";"LOC";"Niederwartha";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Gärten";"NN";"O";"O";"Gärten";"NN";"O";"O";"O";"O";"O"
"neben";"APPR";"O";"O";"neben";"APPR";"O";"O";"O";"O";"O"
"dem";"ART";"O";"O";"dem";"ART";"O";"O";"O";"O";"O"
"Schwimmbad";"NN";"O";"O";"Schwimmbad";"NN";"O";"O";"LOC";"O";"O"
"Cossebaude";"NE";"LOC";"O";"Cossebaude";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Räumen";"NN";"O";"O";"Räumen";"NN";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Menschen";"NN";"O";"O";"Menschen";"NN";"O";"O";"O";"O";"O"
"ihre";"PPOSAT";"O";"O";"ihre";"PPOSAT";"O";"O";"O";"O";"O"
"Gartenlauben";"NN";"O";"O";"Gartenlauben";"NN";"O";"O";"O";"O";"O"
"aus";"APPR";"O";"O";"aus";"APPR";"O";"O";"O";"O";"O"
"Dort";"ADV";"O";"O";"Dort";"ADV";"O";"O";"O";"O";"O"
"wird";"VAFIN";"O";"O";"wird";"VAFIN";"O";"O";"O";"O";"O"
"auch";"ADV";"O";"O";"auch";"ADV";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"beim";"APPRART";"O";"O";"beim";"APPRART";"O";"O";"O";"O";"O"
"Räumen";"NN";"O";"O";"Räumen";"NN";"O";"O";"O";"O";"O"
"benötigt";"VVFIN";"O";"O";"benötigt";"VVFIN";"O";"O";"O";"O";"O"
"LEIPZIGER";"NE";"LOC";"O";"Leipziger";"ADJA";"O";"O";"O";"O";"O"
"STRASSE";"NE";"LOC";"O";"Strasse";"NN";"O";"O";"O";"O";"O"
"Freiland-Elbtal";"NN";"LOC";"O";"Freiland-Elbtal";"NE";"O";"O";"O";"O";"O"
"e";"ART";"O";"O";"e";"FM";"O";"O";"O";"O";"O"
"V";"CARD";"O";"O";"v";"FM";"O";"O";"O";"O";"O"
"Die";"ART";"O";"O";"Die";"ART";"O";"O";"O";"O";"O"
"Fläche";"NN";"O";"O";"Fläche";"NN";"O";"O";"O";"O";"O"
"an";"APPR";"O";"O";"an";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Elbe";"NE";"LOC";"O";"Elbe";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"es";"PPER";"O";"O";"es";"PPER";"O";"O";"O";"O";"O"
"müssen";"VMFIN";"O";"O";"müssen";"VMFIN";"O";"O";"O";"O";"O"
"Habseligkeiten";"NN";"O";"O";"Habseligkeiten";"NN";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"Gerätschaften";"NN";"O";"O";"Gerätschaften";"NN";"O";"O";"O";"O";"O"
"gerettet";"VVPP";"O";"O";"gerettet";"VVPP";"O";"O";"O";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"HANSASTRASSE";"NN";"LOC";"O";"Hansastrasse";"NN";"O";"O";"O";"O";"O"
"DRESDEN";"NE";"LOC";"LOC";"Dresden";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Hier";"ADV";"O";"O";"Hier";"ADV";"O";"O";"O";"O";"O"
"braucht";"VVFIN";"O";"O";"braucht";"VVFIN";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Sandsackfüllstation";"NN";"O";"O";"Sandsackfüllstation";"NN";"O";"O";"O";"O";"O"
"jeden";"PIDAT";"O";"O";"jeden";"PIDAT";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"bitte";"ADV";"O";"O";"bitte";"ADV";"O";"O";"O";"O";"O"
"mit";"APPR";"O";"O";"mit";"APPR";"O";"O";"O";"O";"O"
"Schaufel";"NN";"O";"O";"Schaufel";"NN";"O";"O";"LOC";"LOC";"LOC"
"kommen";"VVFIN";"O";"O";"kommen";"VVFIN";"O";"O";"O";"O";"O"
"FELSENKELLER";"NE";"O";"O";"Felsenkeller";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"DRESDEN";"NE";"LOC";"LOC";"Dresden";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Terrassenufer";"NN";"O";"O";"Terrassenufer";"NN";"O";"O";"O";"O";"O"
"Hier";"ADV";"O";"O";"Hier";"ADV";"O";"O";"O";"O";"O"
"müssen";"VMFIN";"O";"O";"müssen";"VMFIN";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"befüllt";"VVPP";"O";"O";"befüllt";"VVPP";"O";"O";"O";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"eigene";"ADJA";"O";"O";"eigene";"ADJA";"O";"O";"O";"O";"O"
"Schaufel";"NN";"O";"O";"Schaufel";"NN";"O";"O";"LOC";"O";"O"
"mitbringen";"VVINF";"O";"O";"mitbringen";"VVINF";"O";"O";"O";"O";"O"
"THEATER";"NE";"O";"O";"Theater";"NN";"O";"O";"O";"O";"O"
"MEISSEN";"NE";"LOC";"O";"Meissen";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"LAUBEGAST";"NE";"LOC";"O";"Laubegast";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"wieder";"ADV";"O";"O";"wieder";"ADV";"O";"O";"O";"O";"O"
"PIRNA";"NE";"LOC";"O";"Pirna";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"ALTSTADT";"NE";"LOC";"O";"Altstadt";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"COSSEBAUDE";"NN";"LOC";"O";"Cossebaude";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"befüllen";"VVFIN";"O";"O";"befüllen";"VVFIN";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"wieder";"ADV";"O";"O";"wieder";"ADV";"O";"O";"O";"O";"O"
"ELBEGARTEN";"NE";"O";"O";"Elbegarten";"NN";"O";"O";"O";"O";"O"
"AM";"NE";"O";"O";"Am";"APPRART";"O";"O";"O";"O";"O"
"KÖRNERPLATZ";"NE";"LOC";"O";"Körnerplatz";"NN";"O";"O";"O";"O";"O"
"Braucht";"VVFIN";"O";"O";"Braucht";"VVFIN";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"beim";"APPRART";"O";"O";"beim";"APPRART";"O";"O";"O";"O";"O"
"Evakuieren";"NN";"O";"O";"Evakuieren";"NN";"O";"O";"O";"O";"O"
"Hier";"ADV";"O";"O";"Hier";"ADV";"O";"O";"O";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"jetzt";"ADV";"O";"O";"jetzt";"ADV";"O";"O";"O";"O";"O"
"freiwillige";"ADJA";"O";"O";"freiwillige";"ADJA";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"den";"ART";"O";"O";"den";"ART";"O";"O";"O";"O";"O"
"Raum";"NN";"O";"O";"Raum";"NN";"O";"O";"LOC";"O";"O"
"Klosterneuburg";"NE";"LOC";"LOC";"Klosterneuburg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Kritzendorf";"NE";"LOC";"O";"Kritzendorf";"NE";"O";"O";"O";"O";"O"
"Strombad";"NE";"LOC";"O";"Strombad";"NE";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"Greifenstein";"NE";"LOC";"O";"Greifenstein";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Aufräumarbeiten";"NN";"O";"O";"Aufräumarbeiten";"NN";"O";"O";"O";"O";"O"
"nach";"APPR";"O";"O";"nach";"APPR";"O";"O";"O";"O";"O"
"dem";"ART";"O";"O";"dem";"ART";"O";"O";"O";"O";"O"
"Hochwasser";"NN";"O";"O";"Hochwasser";"NN";"O";"O";"O";"O";"O"
"gesucht";"VVPP";"O";"O";"gesucht";"VVPP";"O";"O";"O";"O";"O"
"Jeder";"PIS";"O";"O";"Jeder";"PIS";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Helfen";"NN";"O";"O";"Helfen";"NN";"O";"O";"O";"O";"O"
"will";"VMFIN";"O";"O";"will";"VMFIN";"O";"O";"O";"O";"O"
"oder";"KON";"O";"O";"oder";"KON";"O";"O";"O";"O";"O"
"auch";"ADV";"O";"O";"auch";"ADV";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"braucht";"VVFIN";"O";"O";"braucht";"VVFIN";"O";"O";"O";"O";"O"
"kann";"VMFIN";"O";"O";"kann";"VMFIN";"O";"O";"O";"O";"O"
"sich";"PRF";"O";"O";"sich";"PRF";"O";"O";"O";"O";"O"
"hier";"ADV";"O";"O";"hier";"ADV";"O";"O";"O";"O";"O"
"eintragen";"VVINF";"O";"O";"eintragen";"VVINF";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"sich";"PRF";"O";"O";"sich";"PRF";"O";"O";"O";"O";"O"
"mit";"APPR";"O";"O";"mit";"APPR";"O";"O";"O";"O";"O"
"den";"ART";"O";"O";"den";"ART";"O";"O";"O";"O";"O"
"Menschen";"NN";"O";"O";"Menschen";"NN";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Verbindung";"NN";"O";"O";"Verbindung";"NN";"O";"O";"O";"O";"O"
"setzen";"VVFIN";"O";"O";"setzen";"VVFIN";"O";"O";"O";"O";"O"
